"Main ID","Incident ID",Region,"Incident Date",Year,"Reported Month","Number Dead","Minimum Estimated Number of Missing","Total Number of Dead and Missing","Number of Survivors","Number of Females","Number of Males","Number of Children","Region of Origin","Cause of Death","Country of Origin","Location of death","Information Source",Coordinates,"Migration route",URL,"UNSD Geographical Grouping","Source Quality"
2023.MMP1010,2023.MMP1010,"North America","Sat, 09/16/2023 - 12:00",2023,September,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.307465, -111.35946","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP1011,2023.MMP1011,"North America","Mon, 09/18/2023 - 12:00",2023,September,1,,1,,,1,,"Latin America / Caribbean (P)","Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.04938, -111.3646","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP1012,2023.MMP1012,"North America","Wed, 09/20/2023 - 12:00",2023,September,1,,1,,,,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.86247, -111.90578","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP1013,2023.MMP1013,"North America","Tue, 09/19/2023 - 12:00",2023,September,1,,1,,,,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.92649, -112.12507","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP1014,2023.MMP1014,"North America","Thu, 09/21/2023 - 12:00",2023,September,1,,1,,,,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.804817, -111.826067","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP1015,2023.MMP1015,"North America","Fri, 09/22/2023 - 12:00",2023,September,1,,1,,,,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Santa Cruz County, Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.68962, -110.86278","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP1016,2023.MMP1016,"North America","Sat, 09/23/2023 - 12:00",2023,September,1,,1,,,,1,"Central America","Mixed or unknown",Mexico,"1500 West La Quinta Road, Santa Cruz, Arizona, USA","Pima County Office of the Medical Examiner (PCOME)","31.35412505, -110.967596","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP1017,2023.MMP1017,"North America","Tue, 09/26/2023 - 12:00",2023,September,1,,1,,,,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.85124, -112.12402","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP1018,2023.MMP1018,"North America","Tue, 09/26/2023 - 12:00",2023,September,1,,1,,,,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.75393, -111.97301","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP1019,2023.MMP1019,"North America","Tue, 09/26/2023 - 12:00",2023,September,1,,1,,,,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.1032667, -111.321023","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP1020,2023.MMP1020,"North America","Thu, 09/28/2023 - 12:00",2023,September,1,,1,,1,,,"Latin America / Caribbean (P)","Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.67986, -111.85368","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP1021,2023.MMP1021,"North America","Thu, 09/28/2023 - 12:00",2023,September,1,,1,,,,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.135983, -112.6403","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP1022,2023.MMP1022,Mediterranean,"Mon, 10/02/2023 - 12:00",2023,October,1,,1,,,,,Unknown,Drowning,Unknown,"Remains washed ashore at Sabratha, Libya","Libyan Red Crescent via IOM Libya","32.80923724, 12.465365","Central Mediterranean",,Uncategorized,4
2023.MMP1023,2023.MMP1023,Mediterranean,"Mon, 10/02/2023 - 12:00",2023,October,1,,1,,,,,Unknown,Drowning,Unknown,"Remains washed ashore at Azzawiyah, Libya","Libyan Red Crescent via IOM Libya","32.76540473, 12.731254","Central Mediterranean",,Uncategorized,4
2023.MMP1024,2023.MMP1024,"Northern Africa","Sat, 09/30/2023 - 12:00",2023,September,1,,1,,,,,Unknown,"Sickness / lack of access to adequate healthcare",Unknown,"Qatrun, Libya","IOM Libya Displacement Tracking Matrix","24.9329601, 14.576223","Sahara Desert crossing",,"Northern Africa",2
2023.MMP1025,2023.MMP1025,"Northern Africa","Sun, 09/10/2023 - 12:00",2023,September,6,,6,,2,4,,Unknown,"Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,"Shahat, Libya","IOM Libya Displacement Tracking Matrix","32.81307668, 21.855909",,,"Northern Africa",4
2023.MMP1026,2023.MMP1026,"Northern Africa","Sun, 09/10/2023 - 12:00",2023,September,15,17,32,,1,13,1,Unknown,"Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,"Albayda, Libya","IOM Libya Displacement Tracking Matrix","32.7600248, 21.752359",,,"Northern Africa",2
2023.MMP1027,2023.MMP1027,"Western Asia","Wed, 09/13/2023 - 12:00",2023,September,1,,1,3,,1,,"Western Asia",Violence,"Syrian Arab Republic","On the Syrian side at Obeidan irregular crossing, the Northern Lebanese-Syrian border (Wadi Khaled)","Lebanese Army, Al Araby, Shaam, L'orient le jour","34.63298761, 36.385626",,"https://archive.vn/vLWb1, https://archive.vn/DWY0Q, https://archive.vn/W3nKM, https://archive.vn/bOb5v","Western Asia",5
2023.MMP1028,2023.MMP1028,"Western Asia","Sun, 09/17/2023 - 12:00",2023,September,1,,1,1,1,,,"Western Asia",Violence,"Syrian Arab Republic","Unspecified location on the Northern Lebanese-Syrian border","Syrian Observatory for Human Rights, Shaam, New Arab","34.41653259, 36.537267",,"https://archive.vn/tiAGZ, https://archive.vn/PPHxm, https://archive.vn/GFa6b","Western Asia",4
2023.MMP1029,2023.MMP1029,"North America","Fri, 10/06/2023 - 12:00",2023,October,1,,1,10,,1,,"Central America","Vehicle accident / death linked to hazardous transport",Mexico,"Road TX-131,Eagle Pass, Maverick County, Texas, United States of America","Zócalo, Super Channel 12","29.08385399, -100.471232","US-Mexico border crossing","https://n9.cl/v6va2, https://n9.cl/r7cqx, https://n9.cl/jzqwqb","Northern America",3
2023.MMP1030,2023.MMP1030,"Central America","Sat, 10/07/2023 - 12:00",2023,October,1,,1,2,,1,,"Central America","Accidental death",Honduras,"Mexico 57 Federal Highway,Coahuila de Zaragoza, Mexico","Super Channel 12, Periodico La Voz","26.6725536, -101.3823687","US-Mexico border crossing","https://n9.cl/28edz, https://n9.cl/shdv6, https://n9.cl/00lmj","Central America",3
2023.MMP1031,2023.MMP1031,"Central America","Sat, 10/07/2023 - 12:00",2023,October,2,,2,,1,1,,"Latin America / Caribbean (P)","Accidental death",Unknown,"Close to Juan Pablo II Boulevard, Ciudad Juarez, Chihuahua, Mexico","Nmás, LaVerdad Noticias","31.71187775, -106.3735109","US-Mexico border crossing","https://n9.cl/lxa0q, https://n9.cl/2x1pb","Central America",3
2023.MMP1032,2023.MMP1032,"Central America","Fri, 10/06/2023 - 12:00",2023,October,1,,1,,1,,,Caribbean,"Harsh environmental conditions / lack of adequate shelter, food, water",Cuba,"Undetermined location in Chihuahua, Mexico","El Diario de Chihuahua,Cubita Now","28.65673608, -106.0801912","US-Mexico border crossing","https://n9.cl/b34mk, https://n9.cl/v7lng","Central America",3
2023.MMP1033,2023.MMP1033,Caribbean,"Sat, 10/07/2023 - 12:00",2023,October,2,,2,8,,2,,Caribbean,Drowning,Cuba,"Caribbean Sea, International Waters, near Cayman Islands - departure from Ciego de Ávila, Cuba","Cibercuba,Cubita Now","19.67112691, -81.08434156","Caribbean to US","https://n9.cl/p0knl, https://n9.cl/iuy9c",Uncategorized,3
2023.MMP1034,2023.MMP1034,"Central America","Fri, 10/06/2023 - 12:00",2023,October,1,,1,,,1,,"Central America",Violence,Mexico,"Zona Centro, Piedras Negras, Coahuila, Mexico",Zócalo,"28.70468544, -100.516723","US-Mexico border crossing",https://n9.cl/4nvdy,"Central America",1
2023.MMP1035,2023.MMP1035,"South America","Sat, 10/07/2023 - 12:00",2023,October,1,,1,,1,,,"South America","Harsh environmental conditions / lack of adequate shelter, food, water","Bolivia (Plurinational State of)","Three kilometers east of the Achauta church, in the Bodefal of Pisiga Carpa, Colchane, Tarapacá Region, Chile","Vanguardia Chile, Infobae","-19.27125692, -68.6257058",,"https://n9.cl/0r8a7, https://n9.cl/fdcoq","South America",3
2023.MMP1036,2023.MMP1036,"Central America","Sat, 10/07/2023 - 12:00",2023,October,1,,1,1,,1,,"Latin America / Caribbean (P)","Accidental death",Unknown,"Close to the Panamerican Highway, near the municipality of Santiago Niltepec, Juchitan, Oaxaca, Mexico.","El Universal Oaxaca","16.55414619, -94.61435433",,https://n9.cl/9cl28,"Central America",1
2023.MMP1037,2023.MMP1037,"Central America","Mon, 10/09/2023 - 12:00",2023,October,1,,1,,,1,,"Central America","Accidental death","El Salvador","Railroad tracks in the Colonia Progreso y Paz neighborhood,Coatzacoalcos,Veracruz,Mexico","La Nigua","18.12652572, -94.45735768",,https://n9.cl/c7olc,"Central America",1
2023.MMP1038,2023.MMP1038,"North America","Mon, 10/09/2023 - 12:00",2023,October,1,,1,,,1,,"Central America","Harsh environmental conditions / lack of adequate shelter, food, water",Mexico,"Ranch near FM 481 Road,Eagle Pass, Maverick County, Texas, United States of America","Super Channel 12, El Tiempo","29.02857073, -100.1552081","US-Mexico border crossing","https://n9.cl/m7clbk, https://n9.cl/do3pk","Northern America",3
2023.MMP1039,2023.MMP1039,"North America","Tue, 10/10/2023 - 12:00",2023,October,1,,1,1,,1,,"Latin America / Caribbean (P)","Accidental death",Unknown,"On I-35 Highway,Von Ormy, Bexar County, Texas, United States of America","Telemundo 60 San Antonio","29.28233361, -98.65918426","US-Mexico border crossing",https://n9.cl/v8xdi,"Northern America",1
2023.MMP1040,2023.MMP1040,"Central America","Tue, 10/10/2023 - 12:00",2023,October,1,,1,,1,,,Caribbean,"Sickness / lack of access to adequate healthcare",Cuba,"At the height of Municiality of Quimistán, Honduras",Cibercuba,"15.33973661, -88.4001299",,https://n9.cl/6srjt4,"Central America",1
2023.MMP1041,2023.MMP1041,"Central America","Mon, 10/09/2023 - 12:00",2023,October,2,,2,4,,,,"Central America",Violence,Guatemala,"Undetermined location in the desert of Geronimo Santa Teresa, near Ciudad Juarez, Chihuahua,Mexico","El Universal, El Siglo de Torreón, El Mañana","31.75016748, -106.6556099","US-Mexico border crossing","https://n9.cl/ip8e2, https://n9.cl/7jaog5, https://n9.cl/e84a3, https://n9.cl/vffriw","Central America",3
2023.MMP1042,2023.MMP1042,"Central America","Tue, 10/10/2023 - 12:00",2023,October,1,,1,1,1,,,Caribbean,"Harsh environmental conditions / lack of adequate shelter, food, water",Haiti,"Pijijiapan-Tonalá section, on the coast of Chiapas, Mexico","La Jornada","16.07664167, -93.76383224",,https://n9.cl/hxwv9,"Central America",1
2023.MMP1043,2023.MMP1043,"Central America","Tue, 10/10/2023 - 12:00",2023,October,1,,1,,,1,,"Central America","Mixed or unknown",Honduras,"Outside of Mercado Soriana,Periferico Luis Echeverría 2935, Landín,Saltillo, Coahauila, México","Super Channel 12","25.40300574, -101.0271331",,https://n9.cl/wmfwi,"Central America",1
2023.MMP1044,2023.MMP1044,Europe,"Thu, 10/12/2023 - 12:00",2023,October,2,,2,6,,,,"Southern Asia","Vehicle accident / death linked to hazardous transport",Afghanistan,"Near Kiskunmajsa, Hungary","AP, InfoMigrants","46.39328972, 19.737734","Western Balkans","https://archive.vn/e3gJN, https://archive.vn/yHAGf","Eastern Europe",3
2023.MMP1045,2023.MMP1045,Mediterranean,"Mon, 10/16/2023 - 12:00",2023,October,3,,3,10,1,2,,Unknown,Drowning,Unknown,"Unspecified location off the coast of Symi, Greece","IOM Greece","36.60143014, 27.898631","Eastern Mediterranean",,Uncategorized,4
2023.MMP1046,2023.MMP1046,"North America","Wed, 10/11/2023 - 12:00",2023,October,1,,1,2,1,,,"Western Africa","Sickness / lack of access to adequate healthcare",Guinea,"Open air detention site near San Ysidro border crossing 1 mile west of official point of entry, San Diego, California, USA","NBCS San Diego, San Diego Union Tribune","32.54156785, -117.061009","US-Mexico border crossing","https://web.archive.org/web/*/https://www.nbcsandiego.com/news/local/cbp-confirms-death-of-migrant-camping-between-us-mexico-border-barriers/3327437/, https://web.archive.org/web/20231014122821/https://www.sandiegouniontribune.com/news/immigration/story/2023-10-13/migrant-woman-dies-border-near-san-ysidro","Northern America",3
2023.MMP1047,2023.MMP1047,Europe,"Fri, 10/13/2023 - 12:00",2023,October,7,,7,16,,,1,"Western Asia","Vehicle accident / death linked to hazardous transport",Mixed,"A94 motorway exit between Ampfing and Waldkraiburg, Germany, near border with Austria","The Telegraph, The Street Journal","48.24627651, 12.410189",,"https://web.archive.org/web/20231014184810/https://www.telegraph.co.uk/world-news/2023/10/13/minibus-seven-dead-suspected-migrants-overturn-germany/, https://web.archive.org/web/20231015033859/https://thestreetjournal.org/germany-7-dead-in-suspected-migrant-smuggling-car-crash-2/","Western Europe",3
